,ratings,reviews
586,5,"ExcellentOrdered on 24 may 2021, 31 is expected delivery but 30th morning delivered. Thanks flipkart. I am confused before ordering and even after order but after received in hand , it looks good,performance is good. Smooth operation. Night weight. Charging time average. Overall happy."
587,5,"Super!Super product for this price speed, battery, all over performance is good Best mobile phone for this price"
588,5,"Fabulous!Don't buy if you need a good camera but allover performance is good. It's slim, smooth and value for money."
589,1,"Useless productFront camera is too bad,Charging is too slow.for full charging it will take around more than 3 hrs so it's horrible ,bought a phn to u not put on charge at all time.Wastage of money ..Recommending dont buy it."
590,2,"ModerateDidn't seems to be 6Gb Ram Phone, Very slow processing phone."
591,5,AwesomeIt's so good👍
592,5,"ExcellentOrdered on 24 may 2021, 31 is expected delivery but 30th morning delivered. Thanks flipkart. I am confused before ordering and even after order but after received in hand , it looks good,performance is good. Smooth operation. Night weight. Charging time average. Overall happy."
593,5,"Super!Super product for this price speed, battery, all over performance is good Best mobile phone for this price"
594,5,"Fabulous!Don't buy if you need a good camera but allover performance is good. It's slim, smooth and value for money."
595,1,"Useless productFront camera is too bad,Charging is too slow.for full charging it will take around more than 3 hrs so it's horrible ,bought a phn to u not put on charge at all time.Wastage of money ..Recommending dont buy it."
596,1,Worst experience ever!Call recod not available so very poor mobile set
597,2,"Could be way betterHighly disappointed with this phone. Below is description:1. Pathetic camera, it's worst. You can't believe a 12k phone has such low quality camera. Blur and yellowish picture.2. Low sound not good3. Battery very slow charging4. MiUI is not good, not user friendly at all, not easy if not using Mi phones previously."
598,1,Did not meet expectationsWorst mobile camera i have ever seen in this segment
599,1,Very poorGoogle dialer and message creates hang phone .... Not feel 6 GB ...
600,4,DelightfulExcept front cam and as it is 6000mah battery I expected good battery life but did not reach expectations remaining everything is awesome and absolute product for money
601,2,Moderatebest sound qualityCamera quality not badDisplay betterbest phone look
602,5,TerrificGifted this to my mom. She loved it.
603,4,"DelightfulThe device is good in this price segment, what I personally fee, is the charger, that came in the box, is not so okay, as when I charge the phone with my old charger (POCO F1), the charging time is significantly low, it takes 70-80minutes to charge the phone from 10%-90%, however, when I use the in box charger, it takes 120-130 minutes for the same, other than that, everything is good."
604,4,Nice productGood budget phone
605,1,"Useless productHorrible. I got this phone because Poco claims to give ""clean experience"", ads free experience. Thats what stands it out from competitors. But after 4-5 months, it now frequently shows ads...... I've tried everything, but ads won't stop popping up! Shame on you Poco for fake claims!"
606,2,Expected a better productReview after usage of 2 months1-The sim’s not working at a sudden 2-the captured photos are getting blur after some time3-Even it not allowing to share the photos
607,4,WonderfulOne of the best low budget smartphone
608,5,Must buy!Great phone by poco
609,5,Must buy!Nice  one
610,5,Worth every pennyAwesome one. The Battery is v good and mobile performance is also good. Nice 👍
611,4,Pretty goodAll over good performance
612,5,Just wow!Gud device
613,4,WonderfulThe phone is good I like the the way that finger lock is placed on the power button  good performance
614,5,Terrific purchaseThe charge and it's stand by was great..... I will surely give a great thamsap
615,3,NiceHeating problem but device is good
616,3,Just okayGood budget phone
617,5,AwesomeValue for money
618,4,"Worth the moneyBattery excellent, camera not worthy, value for money"
619,4,Good choiceExcept camera quality all features are good in this phone
620,5,Terrific purchaseThe charge and it's stand by was great..... I will surely give a great thamsap
621,3,NiceHeating problem but device is good
622,3,Just okayGood budget phone
623,5,AwesomeValue for money
624,4,"Worth the moneyBattery excellent, camera not worthy, value for money"
625,4,Good choiceExcept camera quality all features are good in this phone
626,4,Worth the moneyThis phone is super and performance is goodBut front camera is very bad back camera is good
627,3,FairBest smartphone in this price.
628,4,Value-for-moneyEverything is good except front camera ..
629,4,Worth the moneyCamera is too bad for a 48 mp sensor. Rest is fine for what you pay.
630,5,ExcellentAmazing phone Good quality camera Best battery back upAmazing back design
631,1,Worst experience ever!Phone camera quality is not good
632,2,Could be way betterCamera is not working as show.
633,5,Simply awesomeVery nice good quality camera long battery backup.
634,1,Don't waste your moneyCamera quality too law performance.
635,1,Not recommended at allAutomatic call recording not available this phone...Old phones also available good inbuilt facilities...
636,1,UnsatisfactoryVerest phone
637,1,WorthlessHang after some day use
638,1,Utterly DisappointedThis is very bed Phone. I m west my money
639,5,Classy productBest buget phone in this price range I am writing this review after 2monthsNo problems!
640,1,Don't waste your moneyCamera quality too law performance.
641,1,Not recommended at allAutomatic call recording not available this phone...Old phones also available good inbuilt facilities...
642,1,UnsatisfactoryVerest phone
643,1,WorthlessHang after some day use
644,1,Utterly DisappointedThis is very bed Phone. I m west my money
645,5,Classy productBest buget phone in this price range I am writing this review after 2monthsNo problems!
646,5,Best in the market!Ok good mobile
647,5,Mind-blowing purchaseAwesome Phone. Camera quality better than M2. I wish Poco could have given the wide lens.  6 GB RAM mind blowing. Built quality is very good. Value for money.
648,4,Pretty goodNice phone
